local_date,tmin,tmax,p0max,p0min,sshn,umax,umin
2021-06-19,23.6,37.4,864.1,861.8,12.8,28.0,8.976571397903253
2021-06-20,18.4,36.7,865.1,863.2,12.4,29.0,9.890073639945044
2021-06-21,18.2,36.9,865.9,864.5,13.5,29.0,9.404224777701064
2021-06-22,19.4,38.9,866.2,865.2,13.2,18.0,7.219816376553899
2021-06-23,21.3,38.0,866.0,864.6,12.7,22.0,7.2684188120802204
2021-06-24,20.4,38.8,865.2,864.1,12.8,23.0,7.461189105150475
2021-06-25,20.8,39.3,864.1,862.7,12.7,19.0,7.0
2021-06-26,20.5,39.0,862.4,861.0,13.4,20.0,6.430868183006483
2021-06-27,20.9,38.6,864.7,862.5,12.5,36.0,9.883414744788071
2021-06-28,23.0,37.4,865.5,864.5,12.5,18.0,8.268224918567638
2021-06-29,19.8,38.7,866.6,865.1,11.0,20.0,7.833413701396164
2021-06-30,22.0,39.3,867.1,865.3,10.1,17.0,6.0
2021-07-01,22.6,38.7,865.8,864.5,13.3,23.0,7.613003072601948
2021-07-02,21.5,38.3,864.2,861.7,12.7,20.0,7.140548171182006
2021-07-03,22.4,38.5,862.3,860.6,12.2,18.0,7.125939954695399
2021-07-04,21.0,38.4,861.7,860.2,13.1,20.0,7.617304788584022
2021-07-05,18.6,37.3,863.2,860.9,12.9,25.0,9.04691014653464
2021-07-06,18.5,36.8,864.4,862.1,13.5,27.0,8.963389542082046
2021-07-07,19.2,36.9,865.8,863.2,13.0,25.0,8.836400781360956
2021-07-08,18.5,38.0,866.4,864.3,12.8,26.0,8.909116813953112
2021-07-09,21.9,39.7,863.0,859.2,13.2,24.0,7.764331147555405
2021-07-10,22.5,38.6,860.3,857.9,12.7,19.0,7.966705476901684
2021-07-11,23.5,38.0,863.8,860.0,13.3,21.0,7.805679917268427
2021-07-12,20.8,37.5,862.8,860.7,13.0,24.0,8.343777915467584
2021-07-13,25.6,38.3,860.3,858.2,12.5,23.0,7.798211827641653
2021-07-14,21.9,38.0,860.4,858.2,12.9,26.0,9.352699320086746
2021-07-15,21.2,35.4,861.5,859.4,12.3,28.0,11.058887867586044
2021-07-16,19.9,35.8,863.1,861.1,13.2,28.0,9.78716622351065
2021-07-17,20.4,37.0,863.4,862.1,12.5,24.0,9.421429126494855
2021-07-18,21.3,37.5,864.3,862.8,12.3,20.0,8.384590308863771
2021-07-19,22.2,39.0,864.3,860.9,12.9,22.0,8.057814780855278
2021-07-20,25.5,41.2,862.5,861.3,10.6,24.0,14.0
2021-07-21,25.5,39.8,863.1,861.7,12.5,24.0,8.21603077418765
2021-07-22,24.4,38.5,861.5,858.7,11.9,35.0,14.0
2021-07-23,19.1,37.9,859.6,857.6,13.0,37.0,12.077185823276718
2021-07-24,21.0,39.1,862.2,858.6,12.4,32.0,10.6207273964487
2021-07-25,22.0,40.2,863.9,861.8,12.3,23.0,8.454102479304971
2021-07-26,25.5,42.2,864.4,862.5,12.5,25.0,8.642541758609198
2021-07-27,28.1,41.0,862.4,860.0,11.8,21.0,8.26343271616214
2021-07-28,24.9,37.9,859.8,858.1,12.5,26.0,10.521663583441883
2021-07-29,19.8,37.9,859.1,856.6,12.9,27.0,9.979337520564624
2021-07-30,20.1,37.4,860.0,858.6,12.0,28.0,10.012908214845638
2021-07-31,20.6,36.8,862.1,859.5,12.5,25.0,9.560698739859385
2021-08-01,21.6,38.4,862.2,860.3,9.2,25.0,10.516979429608812
2021-08-02,23.3,37.5,861.6,859.9,7.5,25.0,14.0
2021-08-03,22.8,37.4,863.9,860.9,8.8,30.0,12.043545951612296
2021-08-04,21.9,37.5,864.9,863.4,4.7,27.0,15.0
2021-08-05,22.7,36.9,863.7,861.6,8.0,26.0,16.0
2021-08-06,25.6,36.8,862.6,861.5,3.8,30.0,17.0
2021-08-07,22.8,36.9,865.1,861.8,3.7,42.0,17.0
2021-08-08,20.4,37.6,866.6,865.1,11.7,35.0,11.609211889970876
2021-08-09,21.6,38.3,866.5,865.5,10.9,29.0,10.327437882330326
2021-08-10,20.5,36.9,864.9,862.9,12.0,31.0,10.363138327902009
2021-08-11,19.9,37.7,865.1,863.0,12.0,33.0,10.651392998918716
2021-08-12,22.8,37.8,865.7,864.5,7.1,23.0,10.449255367372864
2021-08-13,20.5,37.1,866.3,864.8,12.0,23.0,8.441236565782964
2021-08-14,21.8,37.7,863.8,861.9,12.0,26.0,8.007436433496206
2021-08-15,20.5,35.9,862.5,860.4,12.0,31.0,17.0
2021-08-16,19.9,36.8,863.2,861.8,12.0,32.0,11.121220465134185
2021-08-17,19.9,35.7,863.4,862.5,11.5,29.0,14.0
2021-08-18,19.5,36.0,862.7,861.0,11.8,30.0,14.0
2021-08-19,19.8,36.2,863.3,861.5,11.5,28.0,14.0
2021-08-20,19.9,35.4,865.5,863.2,11.7,30.0,14.0
2021-08-21,19.5,35.6,866.8,865.0,12.0,26.0,9.797680865538991
2021-08-22,19.2,35.9,866.3,864.7,11.9,23.0,8.93293513097829
2021-08-23,21.4,37.4,866.2,864.6,12.0,19.0,7.990980630338623
2021-08-24,22.4,38.2,867.9,865.9,10.5,21.0,8.203252238415597
2021-08-25,20.9,38.5,868.4,866.5,12.0,22.0,7.635923556445865
2021-08-26,22.0,37.4,867.0,865.6,12.0,25.0,8.345852829416406
2021-08-27,23.5,37.9,866.3,864.4,12.0,22.0,7.340835882107897
2021-08-28,21.4,39.5,864.2,862.0,11.9,18.0,6.518686676314141
2021-08-29,23.9,38.5,863.7,861.8,6.1,25.0,10.046861546183582
2021-08-30,22.2,38.5,866.6,863.2,7.2,31.0,15.0
2021-08-31,21.8,39.1,867.4,865.6,11.3,25.0,9.207094692297323
2021-09-01,21.9,38.8,867.7,865.5,11.4,23.0,8.707929616798532
2021-09-02,22.6,37.7,866.7,864.6,10.7,23.0,8.488172630537427
2021-09-03,20.6,36.8,865.0,863.7,9.6,24.0,9.641759869482964
2021-09-04,17.6,34.5,866.2,864.1,11.8,29.0,9.941247982471792
2021-09-05,16.9,35.3,865.9,864.5,11.5,20.0,7.628519509705919
2021-09-06,17.0,36.2,867.5,864.7,11.4,27.0,10.0
2021-09-07,22.2,37.2,868.6,866.9,11.1,25.0,9.334533965142835
2021-09-08,20.1,36.0,866.6,865.4,10.6,27.0,9.983743699371296
2021-09-09,18.7,35.6,865.0,863.9,10.8,39.0,11.343702406449893
2021-09-10,18.3,35.4,865.5,863.9,11.1,28.0,10.182923073311208
2021-09-11,17.6,35.4,864.5,863.1,10.8,29.0,9.434296002488647
2021-09-12,17.0,34.2,864.1,863.1,11.1,32.0,14.0
2021-09-13,15.5,33.9,864.6,863.4,11.1,32.0,11.403716348976143
2021-09-14,15.4,34.4,866.3,863.9,11.2,29.0,9.552374566989164
2021-09-15,17.4,34.4,866.3,865.2,10.9,26.0,9.594759027612788
2021-09-16,18.1,34.1,866.1,864.3,10.9,31.0,10.319299517204763
2021-09-17,19.1,32.1,865.9,864.6,10.9,27.0,10.71881213382787
2021-09-18,17.4,32.9,867.4,865.5,10.1,35.0,16.0
2021-09-19,16.7,31.4,868.2,867.0,10.9,36.0,15.0
2021-09-20,15.6,32.3,867.8,866.3,11.0,30.0,11.38669776961702
2021-09-21,14.3,33.4,866.8,864.4,10.8,30.0,10.588833670515031
2021-09-22,15.4,31.8,863.9,862.7,10.9,32.0,15.0
2021-09-23,13.7,31.3,865.1,863.2,10.9,30.0,16.0
2021-09-24,17.5,30.9,868.3,865.0,10.6,47.0,18.0
2021-09-25,13.2,28.2,870.3,868.2,10.8,55.0,22.0
2021-09-26,11.3,31.8,867.7,865.8,10.8,52.0,15.0878385838388
2021-09-27,13.6,33.7,865.4,864.4,10.9,26.0,10.78754092256366
2021-09-28,14.1,31.1,867.0,864.9,8.3,25.0,11.62153294606218
2021-09-29,16.5,32.1,867.1,866.1,10.5,31.0,17.0
2021-09-30,16.4,30.2,867.8,866.5,10.5,34.0,18.0
2021-10-01,14.2,31.5,868.7,867.5,10.3,33.0,12.25831109944092
2021-10-02,16.0,33.0,868.9,867.4,10.1,25.0,11.191553340848923
2021-10-03,17.1,34.1,869.0,867.4,10.1,23.0,9.90141805366995
2021-10-04,16.5,30.9,868.2,867.2,10.3,34.0,17.0
2021-10-05,9.5,26.9,867.6,866.6,10.4,29.0,13.16614823583152
2021-10-06,12.6,28.8,868.6,866.5,6.6,38.0,14.0
2021-10-07,13.6,29.1,869.3,867.5,10.2,43.0,16.0
2021-10-08,11.0,29.9,870.0,868.7,10.5,22.0,10.747387427512386
2021-10-09,10.6,29.3,870.3,868.6,10.5,14.0,9.900076463897626
2021-10-10,11.4,31.1,869.8,868.3,10.4,21.0,9.349288003838328
2021-10-11,12.3,31.3,868.8,867.2,10.3,22.0,9.045798246856013
2021-10-12,12.3,30.6,870.1,867.8,10.3,22.0,9.427981158287473
2021-10-13,12.9,30.0,872.0,869.7,9.7,25.0,14.0
2021-10-14,16.5,31.5,873.8,872.1,9.9,34.0,18.0
2021-10-15,18.5,31.7,872.6,870.8,9.1,33.0,18.0
2021-10-16,17.1,32.0,869.9,868.0,9.7,35.0,18.0
2021-10-17,15.0,28.4,868.7,867.5,9.2,40.0,17.0
2021-10-18,9.7,23.7,869.8,868.4,10.0,48.0,24.0
2021-10-19,7.8,25.0,870.6,868.9,10.0,50.0,17.0
2021-10-20,8.5,22.5,871.9,870.2,10.0,54.0,29.0
2021-10-21,8.4,23.5,872.4,870.8,10.0,64.0,24.0
2021-10-22,8.8,25.5,872.2,870.9,10.0,44.0,19.0
2021-10-23,8.5,24.1,871.9,870.6,10.0,43.0,16.0
2021-10-24,9.3,22.1,870.7,868.9,9.9,47.0,18.0
2021-10-25,6.9,23.7,870.5,868.9,10.0,31.0,13.54738338410196
2021-10-26,6.5,23.1,871.5,869.4,9.8,38.0,15.0
2021-10-27,8.8,23.5,872.8,870.7,9.6,40.0,19.0
2021-10-28,8.7,24.4,872.1,870.6,8.3,39.0,21.0
2021-10-29,11.6,23.5,872.9,870.8,3.7,81.0,28.0
2021-10-30,10.4,23.4,877.4,873.0,3.5,81.0,39.0
2021-10-31,17.2,25.6,878.9,876.9,3.5,55.0,30.0
2021-11-01,13.2,27.2,877.2,873.8,6.0,51.0,20.0
2021-11-02,11.3,26.5,873.5,871.6,8.8,51.0,19.0
2021-11-03,13.5,25.1,872.9,870.7,3.5,72.0,32.0
2021-11-04,11.5,23.9,871.3,869.4,7.5,72.0,31.0
2021-11-05,9.6,22.1,870.6,868.7,8.4,68.0,36.0
2021-11-06,8.3,21.2,869.9,867.6,7.1,70.0,37.0
2021-11-07,5.9,19.3,868.7,866.2,6.7,71.0,36.0
2021-11-08,4.4,20.3,872.2,869.1,9.5,56.0,20.0
2021-11-09,4.7,21.2,874.0,872.2,9.2,54.0,24.0
2021-11-10,5.5,19.6,872.6,867.6,9.1,50.0,25.0
2021-11-11,7.8,17.0,868.6,863.4,3.5,73.0,32.0
2021-11-12,6.7,15.6,871.4,863.2,6.4,83.0,52.0
2021-11-13,3.1,16.4,873.6,871.7,9.0,88.0,42.0
2021-11-14,3.1,21.6,873.3,871.7,9.0,63.0,16.0
2021-11-15,8.4,22.3,871.2,867.5,3.5,49.0,19.0
2021-11-16,8.9,17.3,868.5,866.5,3.8,70.0,41.0
2021-11-17,5.3,20.6,871.4,868.9,9.1,78.0,32.0
2021-11-18,3.9,20.5,872.0,869.8,7.9,62.0,28.0
2021-11-19,3.7,18.9,869.3,865.9,7.5,60.0,29.0
2021-11-20,4.9,17.7,866.8,865.0,5.9,89.0,22.0
2021-11-21,8.2,14.3,869.2,865.6,2.2,89.0,67.0
2021-11-22,6.7,16.5,873.0,869.7,4.4,85.0,47.0
2021-11-23,3.8,16.9,873.4,871.4,9.0,91.0,43.0
2021-11-24,2.2,17.8,872.0,870.1,9.0,75.0,25.0
2021-11-25,2.4,20.0,872.0,870.5,7.6,67.0,17.0
2021-11-26,7.3,19.8,873.3,871.5,8.1,88.0,24.0
2021-11-27,5.0,18.7,874.4,871.9,8.8,68.0,27.0
2021-11-28,4.5,21.1,872.8,871.0,6.7,73.0,17.0
2021-11-29,7.1,20.3,872.7,871.4,8.9,60.0,30.0
2021-11-30,8.8,24.1,872.9,870.5,6.3,46.0,20.0
2021-12-01,9.8,17.8,869.9,866.5,2.1,49.0,32.0
2021-12-02,11.3,15.7,868.2,865.1,3.5,83.0,49.0
2021-12-03,1.5,15.8,872.9,868.5,8.9,68.0,29.0
2021-12-04,0.5,16.9,872.7,871.1,8.5,55.0,22.0
2021-12-05,2.0,16.6,871.1,868.5,1.2,47.0,14.0
2021-12-06,4.8,13.2,874.0,869.9,8.3,90.0,64.0
2021-12-07,2.6,17.4,874.7,873.0,5.1,80.0,38.0
2021-12-08,3.7,18.1,873.4,871.2,5.5,69.0,23.0
2021-12-09,11.0,15.7,874.2,871.4,6.5,80.0,38.0
2021-12-10,3.7,17.7,875.8,874.0,8.5,84.0,39.0
2021-12-11,2.0,19.3,875.4,873.5,8.7,68.0,28.0
2021-12-12,2.7,21.6,875.4,873.2,8.6,41.0,13.0
2021-12-13,4.2,23.2,874.0,872.0,8.3,28.0,13.0
2021-12-14,4.2,18.5,872.3,870.5,1.0,29.0,14.0
2021-12-15,6.7,18.8,872.1,870.1,7.5,44.0,14.0
2021-12-16,5.0,17.2,872.4,870.9,8.6,74.0,39.0
2021-12-17,7.1,14.1,870.7,867.1,1.3,71.0,54.0
2021-12-18,9.4,12.0,868.5,865.7,1.0,92.0,81.0
2021-12-19,5.0,12.2,871.4,868.8,7.0,96.0,55.0
2021-12-20,2.6,12.0,870.4,865.5,0.1,90.0,71.0
2021-12-21,3.2,10.9,871.0,867.5,8.2,86.0,47.0
2021-12-22,-0.3,9.8,872.6,870.4,8.0,89.0,55.0
2021-12-23,-0.6,10.1,869.8,867.8,4.0,89.0,51.0
2021-12-24,2.8,8.3,869.0,867.4,0.5,94.0,63.0
2021-12-25,1.4,7.9,871.3,869.3,8.6,88.0,45.0
2021-12-26,-1.8,14.3,872.3,870.5,8.7,73.0,33.0
2021-12-27,-0.3,15.3,872.6,870.8,8.6,66.0,25.0
2021-12-28,-0.6,13.4,871.7,869.7,8.6,70.0,20.0
2021-12-29,4.4,7.1,869.6,868.1,0.0,85.0,46.0
2021-12-30,1.7,11.4,868.8,867.1,2.6,87.0,56.0
2021-12-31,-0.2,13.5,871.1,868.2,7.2,89.0,45.0
2022-01-01,1.0,11.0,870.8,867.5,0.7,90.0,62.0
2022-01-02,4.3,11.4,866.5,862.3,1.0,91.0,69.0
2022-01-03,0.7,6.3,865.6,862.6,0.0,97.0,72.0
2022-01-04,-2.9,9.8,869.5,866.2,7.5,98.0,53.0
2022-01-05,-0.6,8.9,870.9,868.6,6.6,93.0,50.0
2022-01-06,-1.0,15.7,871.6,869.9,8.6,64.0,26.0
2022-01-07,1.5,15.7,872.2,870.1,8.9,66.0,29.0
2022-01-08,-0.2,15.4,871.9,870.3,8.7,70.0,27.0
2022-01-09,-1.1,17.0,872.0,869.9,8.7,66.0,18.0
2022-01-10,3.4,15.2,870.7,868.1,0.2,61.0,26.0
2022-01-11,6.9,9.0,872.3,870.4,0.1,93.0,80.0
2022-01-12,4.9,16.6,873.2,870.8,8.9,77.0,35.0
2022-01-13,4.9,15.4,870.4,865.9,4.2,90.0,58.0
2022-01-14,7.8,13.2,864.1,860.1,1.1,86.0,68.0
2022-01-15,2.7,6.3,861.3,859.7,0.1,90.0,80.0
2022-01-16,1.6,4.8,863.2,860.1,0.1,95.0,76.0
2022-01-17,0.3,4.4,867.1,863.5,0.0,96.0,81.0
2022-01-18,-12.0,6.3,870.5,867.8,8.3,92.0,35.0
2022-01-19,-8.4,7.7,870.1,868.0,6.3,58.0,36.0
2022-01-20,1.3,0.7,870.2,865.3,0.5,94.0,61.0
2022-01-21,-13.9,8.4,873.1,870.1,8.7,83.0,37.0
2022-01-22,-8.7,11.9,871.7,869.3,9.5,68.0,29.0
2022-01-23,-6.3,10.2,869.4,868.8,9.3,69.0,28.0
2022-01-24,-0.5,11.2,871.2,868.6,8.1,74.0,41.0
2022-01-25,-1.4,13.0,871.6,869.2,9.0,70.0,35.0
2022-01-26,0.5,12.8,869.3,863.6,6.1,69.0,30.0
2022-01-27,4.7,8.1,868.3,862.9,4.0,81.0,55.0
2022-01-28,-2.0,5.8,871.6,869.0,2.2,85.0,52.0
2022-01-29,-4.3,7.1,872.4,870.1,7.5,82.0,38.0
2022-01-30,-3.8,9.5,872.0,869.1,9.1,75.0,31.0
2022-01-31,-3.1,8.9,869.4,864.3,2.2,86.0,30.0
2022-02-01,0.1,8.8,872.9,864.3,5.0,96.0,61.0
2022-02-02,-2.6,15.1,873.5,872.3,9.7,83.0,27.0
2022-02-03,-0.8,15.0,872.6,867.2,1.6,56.0,17.0
2022-02-04,7.2,14.8,865.7,859.3,7.1,87.0,23.0
2022-02-05,0.2,7.5,867.1,861.8,4.1,95.0,64.0
2022-02-06,-1.7,8.9,871.1,868.6,9.6,91.0,39.0
2022-02-07,-3.0,9.7,872.1,869.8,9.6,80.0,41.0
2022-02-08,-2.3,11.6,872.9,870.4,9.7,76.0,37.0
2022-02-09,-1.0,16.8,871.9,868.3,9.7,69.0,26.0
2022-02-10,3.2,12.6,868.7,865.8,0.1,89.0,21.0
2022-02-11,3.5,9.4,868.5,866.6,0.3,94.0,74.0
2022-02-12,0.4,12.1,870.5,867.0,9.5,95.0,46.0
2022-02-13,1.6,18.7,870.5,867.8,9.6,60.0,17.0
2022-02-14,1.7,17.9,869.7,867.8,9.8,65.0,24.0
2022-02-15,1.3,14.9,870.4,868.4,9.5,70.0,34.0
2022-02-16,0.6,13.6,868.6,865.1,9.8,74.0,30.0
2022-02-17,-0.2,14.0,866.3,864.3,8.3,77.0,36.0
2022-02-18,2.3,13.4,866.6,865.2,3.1,72.0,35.0
2022-02-19,5.6,10.1,867.5,864.2,0.0,89.0,51.0
2022-02-20,6.9,12.3,864.7,861.7,4.1,96.0,60.0
2022-02-21,2.1,12.4,868.7,865.5,5.8,91.0,56.0
2022-02-22,1.7,15.4,869.5,867.9,9.5,92.0,38.0
2022-02-23,2.9,17.6,871.1,869.0,10.2,75.0,31.0
2022-02-24,3.7,21.8,871.9,869.3,9.7,68.0,17.0
2022-02-25,12.6,17.4,869.0,865.7,4.8,56.0,24.0
2022-02-26,6.4,14.6,869.1,866.1,6.8,84.0,36.0
2022-02-27,0.8,15.8,871.2,869.3,10.2,75.0,27.0
2022-02-28,1.3,17.0,871.9,869.7,9.9,78.0,22.0
2022-03-01,2.3,17.4,872.7,870.8,2.9,70.0,26.0
2022-03-02,5.5,18.8,872.9,869.6,3.3,58.0,30.0
2022-03-03,7.7,18.5,868.5,862.6,0.1,70.0,26.0
2022-03-04,6.9,11.5,868.8,862.7,3.9,74.0,31.0
2022-03-05,-2.2,12.1,869.5,867.5,6.7,75.0,33.0
2022-03-06,1.3,14.9,868.3,864.3,7.1,66.0,32.0
2022-03-07,6.8,12.0,863.6,860.7,0.1,85.0,75.0
2022-03-08,5.4,16.3,865.4,862.2,8.0,87.0,33.0
2022-03-09,4.7,16.4,865.0,861.5,1.5,63.0,47.0
2022-03-10,11.6,20.1,862.1,860.4,0.0,80.0,39.0
2022-03-11,11.3,15.8,866.2,860.1,8.8,81.0,35.0
2022-03-12,6.7,9.8,868.4,866.3,0.0,59.0,34.0
2022-03-13,2.1,14.8,869.1,866.9,10.0,57.0,16.0
2022-03-14,0.7,15.2,868.6,867.3,9.7,58.0,19.0
2022-03-15,3.6,15.0,867.6,864.8,6.5,58.0,32.0
2022-03-16,-2.6,6.2,867.7,864.9,10.6,69.0,30.0
2022-03-17,-3.5,9.6,870.5,868.0,9.6,59.0,20.0
2022-03-18,-2.9,11.7,869.8,868.8,8.8,50.0,20.0
2022-03-19,0.4,13.6,869.6,867.8,8.0,41.0,12.0
2022-03-20,7.0,14.4,868.5,866.9,0.0,58.0,20.0
2022-03-21,3.4,18.1,866.8,865.3,3.4,59.0,24.0
2022-03-22,8.4,18.2,866.4,864.6,2.1,60.0,35.0
2022-03-23,4.2,21.6,867.3,864.9,9.6,56.0,19.0
2022-03-24,9.3,18.7,865.0,862.2,7.5,50.0,20.0
2022-03-25,0.4,13.0,868.0,864.6,8.3,72.0,26.0
2022-03-26,0.9,11.9,872.1,867.4,8.8,75.0,38.0
2022-03-27,-1.2,13.0,873.7,871.0,10.6,71.0,28.0
2022-03-28,-1.7,15.4,874.3,872.5,11.0,54.0,19.0
2022-03-29,1.3,22.9,873.3,871.7,11.2,34.0,13.0
2022-03-30,4.2,24.0,871.6,869.4,10.1,28.0,13.0
2022-03-31,11.6,24.7,872.0,870.0,7.2,40.0,20.0
2022-04-01,9.2,26.6,872.9,871.3,7.9,43.0,16.0
2022-04-02,8.4,27.6,871.5,869.3,7.7,39.0,13.0
2022-04-03,10.5,29.2,869.8,868.0,9.7,34.0,13.0
2022-04-04,11.4,27.8,870.0,868.3,10.6,33.0,13.0
2022-04-05,8.0,24.9,870.8,869.2,10.1,32.0,13.0
2022-04-06,8.4,25.5,871.2,867.4,3.1,37.0,15.0
2022-04-07,14.8,25.2,868.6,863.4,9.5,45.0,15.0
2022-04-08,10.6,24.0,870.4,866.9,1.0,50.0,20.0
2022-04-09,18.0,23.1,866.6,863.9,0.0,55.0,22.0
2022-04-10,8.9,24.8,868.3,866.3,5.7,53.0,16.0
2022-04-11,6.7,26.8,868.2,866.2,8.0,37.0,13.0
2022-04-12,12.5,26.3,866.5,863.1,1.6,40.0,16.0
2022-04-13,6.9,25.0,866.6,863.3,12.0,39.0,13.0
2022-04-14,9.1,26.0,867.6,865.6,6.0,52.0,13.0
2022-04-15,12.7,24.4,866.5,864.8,10.6,54.0,15.0
2022-04-16,6.3,22.0,866.2,864.7,11.0,34.0,14.0
2022-04-17,5.9,22.8,867.9,865.1,12.2,40.0,14.0
2022-04-18,11.4,24.9,868.7,866.7,3.4,28.0,13.0
2022-04-19,11.0,29.2,868.6,867.5,5.3,20.0,13.0
2022-04-20,15.1,27.4,867.3,866.1,5.0,27.0,13.0
2022-04-21,12.3,26.0,867.0,865.8,9.3,34.0,14.0
2022-04-22,7.5,27.0,867.0,865.7,12.0,36.0,13.0
2022-04-23,10.1,27.9,867.9,866.1,9.4,25.0,13.0
2022-04-24,11.4,21.3,867.9,865.7,0.0,60.0,19.0
2022-04-25,13.3,21.2,866.8,865.3,0.0,87.0,41.0
2022-04-26,11.4,21.4,867.1,865.3,3.7,88.0,51.0
2022-04-27,11.1,22.2,867.4,865.2,5.2,82.0,47.0
2022-04-28,11.0,22.9,869.3,866.5,6.1,79.0,41.0
2022-04-29,13.7,18.0,870.3,868.7,0.0,82.0,59.0
2022-04-30,11.0,24.1,868.2,865.2,11.1,91.0,35.0
2022-05-01,12.1,24.0,863.4,859.5,1.5,73.0,39.0
2022-05-02,12.0,19.2,866.5,861.7,1.2,85.0,57.0
2022-05-03,9.4,23.6,867.0,865.5,11.1,84.0,34.0
2022-05-04,12.3,27.7,866.6,863.1,9.2,60.0,20.0
2022-05-05,18.4,26.5,865.0,862.8,2.5,54.0,21.0
2022-05-06,10.6,23.7,864.3,862.1,6.9,62.0,20.0
2022-05-07,9.7,20.5,867.0,862.8,10.1,61.0,23.0
2022-05-08,7.0,19.7,868.3,866.5,11.6,73.0,28.0
2022-05-09,7.9,21.8,868.0,866.7,12.1,53.0,24.0
2022-05-10,9.2,24.5,867.6,864.6,3.3,50.0,18.0
2022-05-11,12.0,24.1,869.0,865.4,10.8,40.0,19.0
2022-05-12,10.4,25.1,869.3,867.3,11.8,41.0,17.0
2022-05-13,10.7,23.1,868.1,866.5,12.3,45.0,17.0
2022-05-14,13.8,29.3,868.7,867.4,12.3,33.0,13.509576309498762
2022-05-15,14.5,32.2,869.3,868.0,11.0,33.0,16.0
2022-05-16,17.9,29.4,867.8,866.4,2.8,43.0,16.0
2022-05-17,10.5,26.7,867.6,866.1,5.8,49.0,21.0
2022-05-18,10.8,28.4,869.4,867.0,12.2,42.0,15.166556825824642
2022-05-19,13.1,29.9,870.0,867.2,11.8,36.0,15.0
2022-05-20,16.2,31.3,868.4,866.9,9.5,32.0,12.898570385943817
2022-05-21,14.7,29.5,867.9,866.4,11.7,36.0,12.142716196387545
2022-05-22,12.2,33.7,866.3,863.3,12.0,19.0,8.849747896850996
2022-05-23,17.7,29.9,862.2,860.1,0.7,43.0,16.07117399049376
2022-05-24,12.4,25.6,866.8,861.9,4.9,47.0,21.0
2022-05-25,11.3,27.1,868.6,866.8,12.0,54.0,21.0
2022-05-26,12.6,27.1,868.3,866.4,12.2,45.0,14.0
2022-05-27,13.3,30.0,866.6,864.9,12.5,30.0,12.523373575555995
2022-05-28,14.6,30.3,866.6,864.9,11.8,31.0,11.277389807760398
2022-05-29,15.3,32.5,867.5,865.6,11.9,26.0,9.832534451879267
2022-05-30,18.4,32.6,867.1,864.7,12.3,27.0,10.136873659221582
2022-05-31,18.8,34.8,865.3,862.9,10.3,26.0,9.60484761588872
2022-06-01,17.9,35.5,867.3,864.2,12.0,27.0,9.340360478264536
2022-06-02,18.6,35.6,868.7,867.0,12.3,22.0,8.222033841641027
2022-06-03,19.5,37.2,869.4,867.8,11.8,17.0,7.735596975664807
2022-06-04,20.1,38.1,868.6,867.0,7.1,16.0,8.228440423717554
2022-06-05,22.9,38.1,867.4,865.6,5.9,19.0,8.924041265324622
2022-06-06,23.6,37.7,866.0,864.1,6.5,21.0,9.154013594571053
2022-06-07,22.4,36.4,864.7,863.2,0.7,23.0,10.563635500042547
2022-06-08,20.6,35.8,866.9,864.1,11.8,24.0,8.484906974541142
2022-06-09,18.7,35.0,866.2,865.1,12.7,26.0,8.655419646274385
2022-06-10,16.7,33.1,866.4,865.2,11.8,30.0,9.755645047426295
2022-06-11,15.2,34.5,864.8,862.7,12.6,31.0,9.944473272250503
2022-06-12,18.7,36.0,861.3,858.9,12.1,31.0,10.102126563679665
2022-06-13,18.9,35.3,864.7,860.6,8.5,31.0,11.264386620914763
2022-06-14,17.0,33.0,866.8,864.4,12.3,36.0,15.0
2022-06-15,17.4,34.1,866.9,865.8,13.0,37.0,11.502673685666275
2022-06-16,18.7,33.7,866.2,865.1,12.8,27.0,11.177971461758837
2022-06-17,20.0,38.4,864.4,862.0,13.2,22.0,7.133535396746423
2022-06-18,20.1,41.1,863.4,861.6,12.9,19.0,6.443215140985696
2022-06-19,22.2,41.6,864.9,863.2,12.7,18.0,6.679604795473991
2022-06-20,26.8,39.7,865.1,862.5,12.0,20.0,6.893396412320385
2022-06-21,22.2,37.5,861.3,858.4,12.8,24.0,7.576641176236322
2022-06-22,18.3,32.9,859.8,857.5,10.7,41.0,13.157472672852192
2022-06-23,14.6,30.6,865.0,859.7,12.0,42.0,24.0
2022-06-24,18.5,32.8,866.7,864.5,12.4,40.0,17.0
2022-06-25,18.3,36.0,865.1,859.2,12.1,28.0,14.0
2022-06-26,21.3,31.9,863.2,859.5,11.4,41.0,17.0
2022-06-27,16.8,33.8,863.4,862.2,11.4,49.0,14.0
2022-06-28,17.1,36.5,863.2,862.2,12.6,33.0,12.036414913340478
2022-06-29,17.1,38.7,861.9,860.8,13.1,23.0,8.283676699012425
2022-06-30,19.8,40.6,860.5,858.7,13.1,16.0,7.0072717837019205
2022-07-01,22.2,37.8,860.1,858.6,13.0,17.0,8.595556132654888
2022-07-02,23.1,36.4,859.3,857.8,12.2,22.0,10.229804374389932
2022-07-03,19.9,35.8,857.4,856.2,11.6,27.0,14.0
2022-07-04,21.1,36.4,858.7,857.4,12.0,32.0,14.0
2022-07-05,21.3,37.0,859.3,857.9,11.1,32.0,11.691697265263858
2022-07-06,21.6,36.6,860.9,858.0,12.0,28.0,15.0
